movieId,title,genres,overview
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,The story of two animals and their adventures. Milo the cat and Otis the dog are two animals who grew up together on the same farm. One day the two are separated and begin a journey to find each other. The adventurous and often perilous quest finds the two animals traveling across mountains plains and snow-covered lands searching for one another.
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,Geoff Carter (Cary Grant) is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator (Richard Barthelmess) who arrives with his wife (Rita Hayworth) Carter's ex-lover. Meanwhile traveler Bonnie Lee (Jean Arthur) tries to get close to the emotionally closed-off Carter. The film received two Academy Award nominations.
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2849,Queens Logic (1991),Comedy|Drama
2850,Public Access (1993),Drama|Thriller,Brewster seems to be an almost too perfect example of idyllic small-town America with everyone living in peace and harmony. So when newcomer Whiley Pritcher starts up his own local cable TV show with the question "what's wrong with Brewster?" there surely can't be any deep dark secrets in the town that are just waiting to come to the surface - or can there? And when the question becomes "who's wrong with Brewster?" things start getting seriously nasty.
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,In the future Earth is overcrowded and the population relies on distant bases to be fed. In the Saturn 3 station Major Adam and the scientist Alex who is also his lover and has never been on Earth have been researching hydroponics for three years in the base alone with their dog Sally. Meanwhile the psychotic Captain Benson fails the mental test required to travel to Saturn 3 and kills his replacement Captain James taking his place in the mission of assembling and programming the Demi-God series robot Hector to replace one of the scientists in Saturn 3. On the arrival the mentally disturbed Captain Benson becomes sexually obsessed for Alex. Then he uses an interface to link his brain to program Hector but incapable to control his emotions he transfers his homicidal tendency and insanity to Hector. Now Major Adam and Alex are trapped in the station with a dangerous psychopath robot.
2852,"Soldier's Story, A (1984)",Drama,In the towm of Tynen Louisiana a black Master Sergeant is found shot to death just outside the local Army Base. A military lawyer also a black man is sent from Washington to conduct an investigation. Facing an uncooperative chain of command and fearful black troops Captain Davenport must battle with deceipt and prejudice in order to find out exactly who really did kill Sergeant Waters.
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery,Alice is a withdrawn 12 year old who lives with her mother and her younger sister Karen who gets most of the attention from her mother leaving Alice out of the spotlight. But when Karen is found brutally murdered in a church suspicions start to turn towards Alice. But could a twelve year old girl really be capable of such savagery?
2855,Nightmares (1983),Horror,A collection of short stories. In one a woman who leaves her house late at night to drive to the store while a killer is loose encounters some problems. In the second an arcade whiz kid's obsession with a game leads to deadly consequences. In the third a small town priest loses his faith and decides to leave town but in the desert is stalked by a mysterious black pick-up truck. In the final story a family's problem with a rat is larger than they think.
2856,I Saw What You Did (1965),Thriller,When two teenagers make prank phone calls to strangers they become the target for terror when they whisper "I Saw What You Did And I Know Who You Are!" to psychopath Steve Marek who has just murdered his wife. But somebody else knows of the terrible crime that was committed that night the killer's desperately amorous neighbor Amy Nelson.
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,The Blue Meanies take over Pepperland draining it of all its color and music firing anti-music missiles bonking people with green apples and turning the inhabitants to stone by way of the pointed finger of a giant white glove. As the only survivor the Lord Admiral escapes in the yellow submarine and goes to London to enlist the help of the Beatles.
2858,American Beauty (1999),Drama|Romance,Lester Burnham a depressed suburban father in a mid-life crisis decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.
2859,Stop Making Sense (1984),Documentary|Musical,David Byrne walks onto the stage and does a solo "Psycho Killer." Jerry Harrison Tina Weymouth and Chris Frantz join him for two more songs. The crew is busy still setting up. Then three more musicians and two back-up singers join the band. Everybody sings plays harmonizes dances and runs. In this concert film the Talking Heads hardly talk don't stop and always make sense.
2860,Blue Streak (1999),Comedy,Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However after two years in jail he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond he poses as a LAPD detective
2861,For Love of the Game (1999),Comedy|Drama,A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is what he is capable of and win the heart of the woman he has loved for the past four years.
2862,Caligula (1979),Drama,The perversion behind imperial Rome the epic story of Rome's mad Emporer. All the details of his cruel bizarre reign are revealed right here: His unholy sexual passion for his sister his marriage to Rome's most infamous prostitute his fiendishly inventive means of disposing those who would oppose him and more.
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,Capturing John Lennon Paul McCartney George Harrison and Ringo Starr in their electrifying element 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance in spite of Paul's troublemaking grandfather and Ringo's arrest.
