movieId,title,genres
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,In the middle of the night someone brings Ivan's body home to his wife and his sad-faced jug-eared son. Through flashbacks the film discloses the relationships among Ivan and his brother...
1416,Evita (1996),Drama|Musical,The hit musical based on the life of Evita Duarte a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Perón and the most beloved and hated woman in Argentina.
1417,"Portrait of a Lady, The (1996)",Drama,A poetic internal monologue about a young 21.ST century middle-class housewife who romanticizes an overt sexuality so foreign to her while imagining her own transformation and the thoughts ...
1419,Walkabout (1971),Adventure|Drama,Two young siblings are stranded in the Australian Outback and are forced to cope on their own. They meet an Australian boy on "walkabout": a ritual separation from his tribe.
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,In August 1970 600000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music they also got a look at the greed cynicism and...
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,A 25 year old female White House staffer Carla Town is murdered in the White House. D.C. homicide detective Regis is assigned to investigate only to find evidence suppressed by the ...
1423,Hearts and Minds (1996),Drama,An examination of the conflicting attitudes of the opponents of the Vietnam War.
1425,Fierce Creatures (1997),Comedy,Zookeepers struggle to deal with the policies of changing directors.
1427,Turbulence (1997),Action|Thriller,After a shootout on a flight transporting prisoners a stewardess must outwit a smooth-talking serial killer and land the plane herself.
1428,Angel Baby (1995),Drama,Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,America hasn't suffered another terrorist attack on her home soil since 9/11...until now! This sci-fi action thriller follows Jordan Tyler a former expert in the U.S military's top-secret ...
1430,Underworld (1996),Comedy|Thriller,Selene a beautiful warrior is entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires she falls in love with Michael a human who is sought by werewolves for unknown reasons.
1431,Beverly Hills Ninja (1997),Action|Comedy,A man tries to rescue a woman with a little help from his half brother.
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,Roper a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars. The ending is played out...
1433,The Machine (1994),Horror|Sci-Fi|Thriller,In efforts to construct perfect android killing machines in a war against China UK scientists exceed their goal and create a sentient robot.
1437,"Cement Garden, The (1993)",Drama,Four children try to hold things together and play a family in their isolated prefab house after the death of their parents. As they begin to deteriorate mentally they hide their mom's festering corpse in a makeshift concrete sarcophagus.
1438,Dante's Peak (1997),Action|Thriller,A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America and discovers that the long dormant volcano Dante's Peak may wake up at any moment.
1440,Amos & Andrew (1993),Comedy,When Andrew Sterling a successful black urbanite writer buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men ...
1441,Benny & Joon (1993),Comedy|Romance,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.
1442,Prefontaine (1997),Drama,Based on the life of Olympic hopeful Steve Prefontaine a long distance runner who lived in Oregon and died young
1444,Guantanamera (1994),Comedy,It is a satire about life in Cuba. The members of a funeral procession and some truckdrivers who have to take the same route begin to talk about god and the world ending up in discovering ...
1445,McHale's Navy (1997),Comedy|War,Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew ice cream and swimsuit calendars. He's brought out of ...
1446,Kolya (Kolja) (1996),Comedy|Drama,Franta Louka is a concert cellist in Soviet-occupied Czechoslovakia a confirmed bachelor and a lady's man. Having lost his place in the state orchestra he must make ends meet by playing ...
1447,Gridlock'd (1997),Crime,After a friend overdoses Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape ...
1449,Waiting for Guffman (1996),Comedy,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,Two Russian soldiers one battle-seasoned and the other barely into his boots and uniform are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,A New York cosmetologist mistakenly thought to be a science teacher is offered a job to teach the children of an Eastern European dictator.
1454,SubUrbia (1997),Comedy|Drama,A group of suburban teenagers try to support each other through the difficult task of becoming adults.
1455,Hotel de Love (1996),Comedy|Romance,Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.
1456,"Pest, The (1997)",Comedy,Jonathan has the neighbours from hell. He tries to ignore them but they make his life hell culminating with the arrival of some very large cockroaches in his flat. In desperation he calls ...
1457,Fools Rush In (1997),Comedy|Drama|Romance,After a one night stand with Alex Isabel realizes that she is pregnant and they decide to get married. However along with the marriage comes compromise of one's own cultural traditions.
1458,Touch (1997),Drama|Fantasy|Romance,A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.
1459,Absolute Power (1997),Mystery|Thriller,A career thief witnesses a horrific crime involving the U.S. President.
1460,That Darn Cat (1997),Children|Comedy|Mystery,A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this she plays amateur detective with the help of D.C. to try to find the culprits.
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,In the fourth outing for the vacation franchise the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.
1463,That Old Feeling (1997),Comedy|Romance,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,After a bizarre encounter at a party a jazz saxophonist is framed for the murder of his wife and sent to prison where he inexplicably morphs into a young mechanic and begins leading a new life.
1465,Rosewood (1997),Action|Drama,A dramatization of a 1923 horrific racist lynch mob attack on an African American community.
1466,Donnie Brasco (1997),Crime|Drama,An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.
1468,Booty Call (1997),Comedy|Romance,Two friends who have gone too long without sex set out to get some.
1472,City of Industry (1997),Crime|Thriller,N/A
1473,Best Men (1997),Action|Comedy|Crime|Drama,The film opens with 4 tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his ...
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1475,Kama Sutra: A Tale of Love (1996),Romance,A young man must play a key role in helping a revived Indian princess reawaken her sexuality and protect her from a murderous cult.
1476,Private Parts (1997),Comedy|Drama,The autobiographical story of Howard Stern the radio rebel who is now also a TV personality an author and a movie star.
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,A horror film that depicts St. Nicholas as a murderous bishop who kidnaps and murders children when there is a full moon on December 5.
1480,Smilla's Sense of Snow (1997),Drama|Thriller,Based on Peter Hoeg's bestseller this film is set in snowy Copenhagen where a small boy is found dead after he fell off a roof. Smilla Jasperson a close friend who lives in the same house...
